relative_time,AccX,AccY,AccZ
6656,-2.5970993041992188,-0.11660751342773439,9.349557495117187
6723,-1.4265335083007813,-2.407892761230469,9.800270233154297
6789,-0.9569599914550782,-2.3679258728027346,9.620943145751953
6856,0.4314028930664063,-2.2757176208496093,9.746831359863283
6923,1.6197816467285158,-2.3210733032226565,9.92541000366211
6989,1.9556831359863283,-1.3504916381835939,9.813891906738283
7056,1.5904426574707031,-0.4567002868652344,9.802964630126954
7123,2.775528259277344,1.6865428161621094,10.274334411621094
7189,3.6206707763671875,1.2383747863769532,9.355095977783204
7256,3.2934512329101566,1.1784992980957032,8.694220275878907
7323,1.304088134765625,0.9792636108398438,9.28354476928711
7389,1.2424163818359375,3.4021252441406253,9.743089141845704
7456,-0.9651928710937501,5.404211883544922,9.787846069335938
7523,-1.2017010498046876,3.0864317321777346,9.635462951660157
7589,-1.325643310546875,3.678450622558594,9.170529785156251
7656,-1.4792239379882812,1.8411712646484375,9.240284729003907
7723,-1.9276913452148439,0.6761439514160157,9.43877197265625
7789,-2.0676502990722656,-0.6390211486816406,9.941576385498047
7856,-2.524500274658203,-2.1739292907714844,9.674531707763672
7923,-1.2072395324707033,-1.703906707763672,9.635163574218751
7989,-0.106578369140625,-2.069446563720703,9.812095642089844
8056,0.6607260131835938,-2.2279669189453126,9.650132446289064
8123,1.8185682678222657,-1.2114308166503907,10.069260864257814
8189,1.9417620849609376,-1.1337423706054688,9.539662170410157
8256,1.708846435546875,-0.6918612670898437,9.09194320678711
8323,2.3496638488769532,0.48409332275390626,10.017169189453126
8389,2.3173310852050784,0.8295748901367188,10.117610321044923
8456,1.6718733215332031,2.4807911682128907,9.136700134277344
8523,1.682351531982422,2.9841943359375,9.882898406982422
8589,-1.2054432678222657,3.8984930419921877,9.7381494140625
8656,-1.6790583801269532,3.7178187561035156,9.485624542236328
8723,-1.3537847900390625,3.154390411376953,10.876382446289064
8789,-2.514471130371094,1.0900332641601562,9.53936279296875
8856,-2.245480499267578,0.35401382446289065,9.724976806640626
8926,-2.333796844482422,-0.5766009521484375,9.715396728515625
8989,-1.7042060852050782,-1.7774038696289063,10.094109191894532
9056,-0.781824188232422,-2.884801025390625,9.748477935791016
9127,0.3141966247558594,-2.9930259704589846,9.799372100830078
9189,1.0168354797363282,-3.0240115356445316,9.917925567626954
9256,2.176623687744141,-1.8489550781250002,9.922715606689454
9324,1.5130535888671877,-1.0259664916992188,9.439969482421876
9389,1.565145263671875,-0.5415737915039063,8.962911529541016
9456,2.3510110473632815,0.3779640197753906,9.517508239746094
9523,3.174299011230469,1.7860858154296877,10.068811798095703
9589,1.503772888183594,2.035467224121094,9.941277008056641
9656,0.4891827392578125,4.229754180908204,9.427096252441407
9725,-1.782942352294922,4.113296356201172,9.649833068847657
9789,-0.8165519714355469,3.517984313964844,9.471703491210938
9856,-2.6623635864257813,1.7208215332031251,10.071206817626953
9927,-2.3884332275390627,1.768422546386719,9.153016204833985
9989,-2.2722747802734378,-0.2285746765136719,9.618697814941406
10056,-3.000660095214844,-1.089584197998047,9.290280761718751
10125,-0.8607101440429688,-2.321821746826172,10.1309326171875
10189,-0.5644761657714844,-2.7678941345214847,9.758806457519531
10256,0.6279441833496094,-2.2561083984375,9.8052099609375
10322,1.0337503051757813,-1.951641540527344,9.77841567993164
10389,1.1755055236816407,-1.6727714538574219,9.910441131591798
10456,1.456022186279297,-1.3701008605957032,9.760752410888673
10522,1.8854791259765626,-0.3342549133300781,9.528285827636719
10589,2.205363922119141,1.178199920654297,9.81044906616211
10656,2.934946746826172,2.0640577697753906,10.050699462890625
10722,2.0037332153320313,2.8228298950195314,9.269923095703126
10789,0.590372314453125,3.285817108154297,9.713600463867188
10856,-0.3279679870605469,3.667673034667969,9.795779571533204
10923,-2.125879211425781,2.9126431274414064,9.976902923583985
10989,-2.5258474731445313,2.0815713500976565,9.607620849609376
11056,-2.8780650329589843,0.6390211486816406,9.548793182373048
11123,-1.9251466369628907,-0.4149371337890625,9.91822494506836
11189,-2.4516018676757816,-1.5425422668457032,9.549841003417969
11256,-1.7095948791503908,-2.595003662109375,9.804311828613281
11324,-0.8081694030761719,-3.9704933166503906,10.001152496337891
11389,1.1636801147460938,-3.274141387939453,9.901310119628906
11455,3.955374755859375,-2.5309368896484377,10.156230010986329
11524,3.079695739746094,-0.004340972900390625,9.488768005371094
11589,2.339784393310547,0.6960525512695312,9.720037078857422
11656,4.91502914428711,0.5848338317871095,9.583970031738282
11724,2.984344024658203,1.4651531982421875,10.147847442626954
11788,1.1205697631835938,3.8217027282714846,9.743687896728517
11856,0.2041754150390625,3.4908906555175783,9.27965286254883
11922,-2.8560607910156253,4.629123687744141,9.938432922363281
11989,-1.851200408935547,2.9330007934570315,9.026080169677735
12055,-1.9453546142578126,3.0409263610839847,9.940378875732423
12122,-2.9334498596191407,1.7669256591796876,9.161997528076173
12189,-1.9297869873046876,-0.7237449645996095,9.46601531982422
12255,-1.4804214477539064,-0.9192384338378907,9.539662170410157
12323,-0.15837066650390627,-1.985321502685547,10.240355072021485
12389,0.12708572387695313,-2.3848406982421877,9.66869384765625
12455,1.2880714416503907,-1.4950909423828125,9.780661010742188
12523,1.0656340026855469,-1.9508930969238283,9.644893341064453
12589,0.8315208435058594,-1.2006532287597658,9.727970581054688
12655,1.7080979919433594,-0.5046006774902344,10.065069580078125
12722,1.691781921386719,-0.37392242431640627,9.303303680419923
12789,2.053729248046875,0.8575666809082032,9.916578369140625
12855,2.172582092285156,1.884730682373047,9.712402954101563
12922,0.02784210205078125,3.050057373046875,9.627379760742189
12989,-1.5467335510253908,1.4892530822753907,9.674980773925782
13055,-1.1871812438964844,0.2568658447265625,9.557026062011719
13122,-0.8349636840820313,-0.71611083984375,9.691446533203125
13189,0.22782623291015627,0.15896942138671877,9.588460693359375
13255,0.36898269653320315,0.3155438232421875,9.47754135131836
13322,0.21315673828125,0.3864962768554688,9.741143188476563
13389,0.42960662841796876,0.3890409851074219,9.564061431884767
13455,0.34338592529296874,0.22588027954101564,9.41332489013672
13522,0.33545242309570317,0.2992277526855469,9.564211120605469
13589,0.26240432739257813,0.33679962158203125,9.715696105957031
13655,0.288599853515625,0.32871643066406253,9.676777038574219
13722,0.29219238281250004,0.3119512939453125,9.692344665527344
13789,0.269439697265625,0.31853759765625,9.72138427734375
13855,0.29309051513671874,0.33171020507812504,9.697284393310547
13921,0.2740800476074219,0.3299139404296875,9.669442291259767
13989,0.3104544067382813,0.31988479614257814,9.573192443847656
14055,0.2824626159667969,0.3246748352050781,9.695188751220703
14121,0.2856060791015625,0.3335064697265625,9.690548400878907
14189,0.2856060791015625,0.31988479614257814,9.652078399658203
14255,0.27722351074218754,0.3131488037109375,9.656718750000001
14322,0.28306137084960936,0.31689102172851563,9.6902490234375
14389,0.2748284912109375,0.31748977661132816,9.662406921386719
14455,0.2944377136230469,0.3357518005371094,9.672885131835939
14521,0.2794688415527344,0.30805938720703124,9.621990966796876
14589,0.28380981445312503,0.3147953796386719,9.662257232666017
14655,0.2674937438964844,0.34712814331054687,9.723330230712891
14722,0.3020718383789063,0.3141966247558594,9.632169799804688
14788,0.28680358886718754,0.317340087890625,9.650132446289064
14855,0.29847930908203124,0.3158432006835938,9.64998275756836
14924,0.29952713012695314,0.3291654968261719,9.66390380859375
14988,0.2633024597167969,0.3088078308105469,9.62169158935547
15055,0.30790969848632815,0.3405418395996094,9.695338439941407
15121,0.28979736328125,0.30865814208984377,9.606722717285157
15188,0.27063720703125,0.31853759765625,9.708810424804687
15255,0.2740800476074219,0.3297642517089844,9.643097076416016
15321,0.27422973632812503,0.3400927734375,9.682315521240234
15388,0.30267059326171875,0.3052153015136719,9.63800765991211
15455,0.26719436645507816,0.3219804382324219,9.662107543945313
15524,0.2962339782714844,0.29952713012695314,9.605225830078126
15588,0.2938389587402344,0.3070115661621094,9.599537658691407
15655,0.2751278686523438,0.30895751953125,9.637408905029297
15721,0.2962339782714844,0.33021331787109376,9.649833068847657
15788,0.28889923095703124,0.3116519165039063,9.620194702148439
15854,0.2924917602539063,0.32527359008789064,9.64758773803711
15921,0.29937744140625,0.335302734375,9.676477661132813
15988,0.25806335449218754,0.30551467895507817,9.684860229492188
16054,0.3020718383789063,0.2942880249023438,9.64609085083008
16121,0.28261230468750004,0.3153941345214844,9.598938903808595
16188,0.2871029663085938,0.3219804382324219,9.614955596923828
16254,0.2908451843261719,0.319735107421875,9.60058547973633
16326,0.27452911376953126,0.31823822021484377,9.657766571044922
16388,0.2775228881835938,0.3243754577636719,9.687704315185547
16454,0.29294082641601565,0.3285667419433594,9.617200927734375
16523,0.2794688415527344,0.3347039794921875,9.672436065673828
16588,0.2848576354980469,0.3183879089355469,9.661658477783204
16660,0.2839595031738281,0.3165916442871094,9.616302795410157
16722,0.29713211059570316,0.3237767028808594,9.638157348632813
16788,0.2996768188476563,0.31719039916992187,9.615404663085938
16854,0.2832110595703125,0.32482452392578126,9.658065948486328
16921,0.2908451843261719,0.3384461975097656,9.650581512451172
16988,0.28186386108398437,0.30985565185546876,9.638456726074219
17054,0.28336074829101565,0.33410522460937503,9.676178283691407
17122,0.29788055419921877,0.31674133300781254,9.609716491699219
17188,0.2903961181640625,0.32213012695312504,9.656119995117187
17254,0.28695327758789063,0.33171020507812504,9.650880889892578
17321,0.2736309814453125,0.30641281127929687,9.648785247802735
17388,0.3034190368652344,0.31823822021484377,9.623936920166017
17454,0.2808160400390625,0.3234773254394531,9.65147964477539
17521,0.28336074829101565,0.335302734375,9.678423614501954
17588,0.28635452270507816,0.32527359008789064,9.647887115478516
17654,0.2871029663085938,0.32572265625,9.617649993896485
17721,0.2878514099121094,0.32048355102539067,9.642947387695314
17788,0.2817141723632813,0.31748977661132816,9.66584976196289
17854,0.27767257690429686,0.3135978698730469,9.619745635986328
17921,0.2986289978027344,0.31913635253906253,9.649234313964845
17988,0.28635452270507816,0.33679962158203125,9.661359100341798
18054,0.2751278686523438,0.31674133300781254,9.651180267333984
18121,0.3058140563964844,0.3266207885742188,9.617649993896485
18188,0.28889923095703124,0.31090347290039066,9.638157348632813
18254,0.2770738220214844,0.31763946533203125,9.641001434326173
18321,0.2890489196777344,0.3384461975097656,9.68306396484375
18388,0.27198440551757813,0.3339555358886719,9.672735443115235
18454,0.2903961181640625,0.30641281127929687,9.634415130615235
18521,0.3010240173339844,0.31150222778320313,9.613009643554689
18588,0.27258316040039066,0.33784744262695315,9.686207427978516
18654,0.28261230468750004,0.3034190368652344,9.634864196777345
18721,0.27812164306640624,0.32706985473632816,9.665101318359376
18788,0.29488677978515626,0.3288661193847656,9.645791473388673
18854,0.276624755859375,0.32946487426757814,9.649833068847657
18921,0.279019775390625,0.32647109985351563,9.66195785522461
18988,0.2878514099121094,0.3279679870605469,9.65327590942383
19054,0.28575576782226564,0.3403921508789063,9.626481628417968
19121,0.28874954223632815,0.3234773254394531,9.646839294433594
19188,0.28740234375,0.3165916442871094,9.629325714111328
19254,0.28111541748046875,0.324525146484375,9.660610656738282
19321,0.2698887634277344,0.3180885314941406,9.630972290039063
19388,0.2920426940917969,0.3062631225585938,9.643097076416016
19454,0.2806663513183594,0.314945068359375,9.619146881103516
19521,0.28410919189453127,0.32168106079101566,9.695637817382813
19588,0.29728179931640625,0.3266207885742188,9.639504547119142
19654,0.26659561157226563,0.31090347290039066,9.667795715332032
19721,0.3010240173339844,0.3092568969726563,9.621092834472657
19788,0.28650421142578125,0.336500244140625,9.664502563476564
19854,0.26958938598632814,0.2820135498046875,9.477092285156251
19926,0.34099090576171875,0.8544232177734375,9.623787231445313
